,name,transcripts,condition,location,meaning,function,process
297,YPL209C,25.255070185329505,SAASCF,endoplasm,ste12 galactose,transmembrane,transport   
298,YKR054C,88.26927251125277,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport   
299,YNR020C,146.2824445358375,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport   
300,YGR244C,210.63243996618456,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport   
301,YFL055W,22.580511572646056,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport   
302,YGL006W,205.36662896702995,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport   
303,YCR094W,23.5622729453698,INICIQ,endoplasm,YB212 biofuel generation,transmembrane,transport   
304,YMR070W,93.48077118701856,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport   
305,YDR091C,78.66916917532355,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport   
306,YNL088W,590.0886348621515,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport   
307,YJL129C,6.148212155797932,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport   
308,YKR067W,43.73614556283529,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport   
309,YPR179C,53.93658845768186,IFFAFQ,endoplasm,G2A2 glucose,transmembrane,transport   
310,YLR242C,57.63792210296784,SAABRQ,membrane,wild type none,transmembrane,transport   
311,YHR066W,78.47769198384546,SAABRQ,membrane,wild type none,transmembrane,transport   
312,YBR083W,11.170867638848817,SAABRQ,membrane,wild type none,transmembrane,transport   
313,YJL074C,7.265757607116792,SAABRQ,membrane,wild type none,transmembrane,transport   
314,YOR168W,92.27699906712928,SAABRQ,membrane,wild type none,transmembrane,transport   
315,YDL149W,18.230105003902857,SAABRQ,endoplasm,wild type none,transmembrane,transport   
316,YBR262C,95.07319229051367,IFFAFB,membrane,G1B2 glucose,transmembrane,transport   
317,YGL238W,81.24010142703573,IFFAFB,membrane,G1B2 glucose,transmembrane,transport   
318,YPL181W,613.4624109201702,IFFAFB,membrane,G1B2 glucose,transmembrane,transport   
319,YHL020C,4.9236425107294375,IFFAFB,membrane,G1B2 glucose,transmembrane,transport   
320,YMR043W,39.506369669424295,IFFAFB,membrane,G1B2 glucose,transmembrane,transport   
321,YPR124W,46.07122635039688,IFFAFB,endoplasm,G1B2 glucose,transmembrane,transport   
322,YPL234C,47.78893594771609,IFFABF,membrane,E1B1 ethanol,ADP,transport   
323,YML129C,33.34381371470619,SAASCC,membrane,pbs2 galactose,ADP,transport   
324,YBR202W,36.39096814476929,IFFAFF,membrane,G2A1 glucose,ADP,transport   
325,YDR178W,35.503293320601564,IFFAFA,membrane,G1A1 glucose,ADP,transport   
326,YJL115W,30.60744501936324,INICIA,membrane,YB210 biofuel generation,ADP,transport   
327,YGL004C,80.5599023569841,INICIF,membrane,YB211 biofuel generation,ADP,transport   
328,YMR292W,12.37573226578542,SAABQI,membrane,30 deg temperature,ADP,transport   
329,YLR078C,10.537647952865836,FFNAAA,membrane,Strain6 phenol lysis,ADP,transport   
330,YPL026C,5.853677382571085,FFNARN,membrane,Strain6 phenol lysis,ADP,transport   
331,YGL160W,8.233920803978124,FFNAAR,membrane,Strain6 phenol lysis,ADP,transport   
332,YGR276C,9.867120259037826,IFAAAR,membrane,DDY3630 strain W303,ADP,transport   
333,YDL138W,3.834607597975623,AFIINC,membrane,itc1 itc1-1_dUTP,ADP,transport   
334,YJL133W,47.45100783408142,IFFABN,membrane,E2B1 ethanol,ADP,transport   
335,YBR111C,29.250601932658483,SAARRS,membrane,wild type salt stress,ADP,transport   
336,YOR344C,12.319747728758204,SAABQR,membrane,37 deg temperature,ADP,transport   
337,YOR079C,5.269889197853811,FAFASB,membrane,tet-control strain tet-control,ADP,transport   
338,YDR014W,15.86671558486866,SAABBN,membrane,15 deg temperature,ADP,transport   
339,YEL027W,12.297312259854928,SAABFA,membrane,15 deg temperature,ADP,transport   
340,YBR180W,34.60798863210808,SAASCF,membrane,ste12 galactose,ADP,transport   
341,YDR463W,47.21379692462357,INICIQ,membrane,YB212 biofuel generation,ADP,transport   
342,YDR123C,36.050880368087874,IFFAFQ,membrane,G2A2 glucose,ADP,transport   
343,YLR057W,16.390197392798346,SAABRQ,membrane,wild type none,ADP,transport   
344,YLR320W,43.14048676067698,IFFAFB,membrane,G1B2 glucose,ADP,transport   
345,YKL038W,2005.466210938255,IFFABF,mitochondria,E1B1 ethanol,ATP,transport   
346,YDR424C,1347.5045169564596,SAASCC,mitochondria,pbs2 galactose,ATP,transport   
347,YDL085W,1162.6868719536817,IFFAFF,mitochondria,G2A1 glucose,ATP,transport   
348,YOR171C,1117.2808378777224,IFFAFA,mitochondria,G1A1 glucose,ATP,transport   
349,YIL041W,2960.8675760836645,INICIA,mitochondria,YB210 biofuel generation,ATP,transport   
350,YKL065C,2918.0893398281537,INICIF,mitochondria,YB211 biofuel generation,ATP,transport   
351,YJR046W,137.81112031561054,SAABQI,mitochondria,30 deg temperature,ATP,transport   
352,YFL023W,191.44210652973933,FFNAAA,mitochondria,Strain6 phenol lysis,ATP,transport   
353,YER112W,172.97616665497557,FFNARN,mitochondria,Strain6 phenol lysis,ATP,transport   
354,YHL016C,216.2535244121727,FFNAAR,mitochondria,Strain6 phenol lysis,ATP,transport   
355,YBR171W,147.87331409626813,IFAAAR,mitochondria,DDY3630 strain W303,ATP,transport   
356,YJL157C,34.46639953635876,AFIINC,mitochondria,itc1 itc1-1_dUTP,ATP,transport   
357,YOR273C,2076.914618176002,IFFABN,mitochondria,E2B1 ethanol,ATP,transport   
358,YGR044C,436.1694384767244,SAARRS,mitochondria,wild type salt stress,ATP,transport   
359,YIL084C,61.864393581338376,SAABQR,mitochondria,37 deg temperature,ATP,transport   
360,YLL039C,138.50829468801368,FAFASB,mitochondria,tet-control strain tet-control,ATP,transport   
361,YDL153C,100.20556656437556,SAABBN,mitochondria,15 deg temperature,ATP,transport   
362,YGL016W,82.92440451089914,SAABFA,mitochondria,15 deg temperature,ATP,transport   
363,YMR071C,2093.432851598163,SAASCF,mitochondria,ste12 galactose,ATP,transport   
364,YIR033W,1949.778086229351,INICIQ,mitochondria,YB212 biofuel generation,ATP,transport   
365,YGR233C,1176.5442352686043,IFFAFQ,mitochondria,G2A2 glucose,ATP,transport   
366,YCR039C,325.9640402448624,SAABRQ,mitochondria,wild type none,ATP,transport   
367,YPR061C,1082.146286108177,IFFAFB,mitochondria,G1B2 glucose,ATP,transport   
368,YOR069W,42.43025011534352,IFFABF,membrane,E1B1 ethanol,molecular_function,positive regulation ion protein
369,YGR038W,17.7080140631773,SAASCC,membrane,pbs2 galactose,molecular_function,positive regulation ion protein
370,YER140W,34.29324316399312,IFFAFF,membrane,G2A1 glucose,molecular_function,positive regulation ion protein
371,YBR104W,36.96634112227471,IFFAFA,membrane,G1A1 glucose,molecular_function,positive regulation ion protein
372,YBR227C,12.887345271310837,INICIA,membrane,YB210 biofuel generation,molecular_function,positive regulation ion protein
373,YHR157W,16.967239708748362,INICIF,membrane,YB211 biofuel generation,molecular_function,positive regulation ion protein
374,YPL130W,6.502503393887255,SAABQI,membrane,30 deg temperature,molecular_function,positive regulation ion protein
375,YOL100W,4.852219289924268,FFNAAA,membrane,Strain6 phenol lysis,molecular_function,positive regulation ion protein
376,YKR093W,4.487819326637832,FFNARN,membrane,Strain6 phenol lysis,molecular_function,positive regulation ion protein
377,YPL082C,3.3478579093097864,FFNAAR,membrane,Strain6 phenol lysis,molecular_function,positive regulation ion protein
378,YOL021C,3.570851863755516,IFAAAR,membrane,DDY3630 strain W303,molecular_function,positive regulation ion protein
379,YDR398W,1.258171934693275,AFIINC,membrane,itc1 itc1-1_dUTP,molecular_function,positive regulation ion protein
380,YJL187C,47.45100783408142,IFFABN,membrane,E2B1 ethanol,molecular_function,positive regulation ion protein
381,YBR289W,20.579397335586016,SAARRS,membrane,wild type salt stress,molecular_function,positive regulation ion protein
382,YDR032C,9.364336548543973,SAABQR,membrane,37 deg temperature,molecular_function,positive regulation ion protein
383,YDR451C,4.580420935659955,FAFASB,membrane,tet-control strain tet-control,molecular_function,positive regulation ion protein
384,YLL007C,8.809280577087963,SAABBN,membrane,15 deg temperature,molecular_function,positive regulation ion protein
385,YLR098C,6.266446477244083,SAABFA,membrane,15 deg temperature,molecular_function,positive regulation ion protein
386,YCR032W,21.684752370751266,SAASCF,membrane,ste12 galactose,molecular_function,positive regulation ion protein
387,YDR105C,12.76289784540864,INICIQ,membrane,YB212 biofuel generation,molecular_function,positive regulation ion protein
388,YAL062W,33.95489895133858,IFFAFQ,membrane,G2A2 glucose,molecular_function,positive regulation ion protein
389,YIL131C,12.428763658685572,SAABRQ,membrane,wild type none,molecular_function,positive regulation ion protein
390,YJL164C,36.5756300797044,IFFAFB,membrane,G1B2 glucose,molecular_function,positive regulation ion protein
391,YDR098C,100.05808464053057,IFFABF,membrane,E1B1 ethanol,molecular_function,ion protein targeting 
392,YLR259C,54.72529878035112,SAASCC,membrane,pbs2 galactose,molecular_function,ion protein targeting 
393,YKL005C,87.92203832470575,IFFAFF,membrane,G2A1 glucose,molecular_function,ion protein targeting 
394,YMR241W,98.21927575232355,IFFAFA,membrane,G1A1 glucose,molecular_function,ion protein targeting 
395,YOL067C,127.26253455419452,INICIA,membrane,YB210 biofuel generation,molecular_function,ion protein targeting 
396,YOL018C,84.97414358202433,INICIF,membrane,YB211 biofuel generation,molecular_function,ion protein targeting 
397,YLL048C,27.688078967519925,SAABQI,membrane,30 deg temperature,molecular_function,ion protein targeting 
398,YNL264C,13.38036228433662,FFNAAA,membrane,Strain6 phenol lysis,molecular_function,ion protein targeting 
399,YPL279C,11.3171096063041,FFNARN,membrane,Strain6 phenol lysis,molecular_function,ion protein targeting 
400,YER118C,14.56770603780745,FFNAAR,membrane,Strain6 phenol lysis,molecular_function,ion protein targeting 
401,YIL075C,36.04224311080333,IFAAAR,membrane,DDY3630 strain W303,molecular_function,ion protein targeting 
402,YLR324W,6.290859673466374,AFIINC,membrane,itc1 itc1-1_dUTP,molecular_function,ion protein targeting 
403,YHR014W,99.03398545146769,IFFABN,membrane,E2B1 ethanol,molecular_function,ion protein targeting 
404,YGL064C,85.18183339477072,SAARRS,membrane,wild type salt stress,molecular_function,ion protein targeting 
405,YMR199W,29.3216637317884,SAABQR,membrane,37 deg temperature,molecular_function,ion protein targeting 
406,YMR162C,23.166668081234626,FAFASB,membrane,tet-control strain tet-control,molecular_function,ion protein targeting 
407,YEL009C,22.273465095478088,SAABBN,membrane,15 deg temperature,molecular_function,ion protein targeting 
408,YHR077C,21.767656184111026,SAABFA,membrane,15 deg temperature,molecular_function,ion protein targeting 
409,YDR498C,57.67267979008897,SAASCF,membrane,ste12 galactose,molecular_function,ion protein targeting 
410,YML092C,139.23161285900335,INICIQ,membrane,YB212 biofuel generation,molecular_function,ion protein targeting 
411,YIL056W,95.57675260376786,IFFAFQ,membrane,G2A2 glucose,molecular_function,ion protein targeting 
412,YJR052W,94.69891826950156,SAABRQ,membrane,wild type none,molecular_function,ion protein targeting 
413,YFR019W,90.852927281317,IFFAFB,membrane,G1B2 glucose,molecular_function,ion protein targeting 
414,YDR289C,35.402465417149976,IFFABF,membrane,E1B1 ethanol,molecular_function,ion protein  
415,YLR305C,17.68917575034413,SAASCC,membrane,pbs2 galactose,molecular_function,ion protein  
416,YBR194W,31.46587471164262,IFFAFF,membrane,G2A1 glucose,molecular_function,ion protein  
417,YIL143C,26.237323910005003,IFFAFA,membrane,G1A1 glucose,molecular_function,ion protein  
418,YOR038C,22.552854224793965,INICIA,membrane,YB210 biofuel generation,molecular_function,ion protein  
419,YOL075C,33.79653437921422,INICIF,membrane,YB211 biofuel generation,molecular_function,ion protein  
420,YOL020W,10.138311743157548,SAABQI,membrane,30 deg temperature,molecular_function,ion protein  
421,YDR135C,33.181337972512424,FFNAAA,membrane,Strain6 phenol lysis,molecular_function,ion protein  
422,YCR023C,21.658606315513016,FFNARN,membrane,Strain6 phenol lysis,molecular_function,ion protein  
423,YBR073W,29.225894721812463,FFNAAR,membrane,Strain6 phenol lysis,molecular_function,ion protein  
424,YGL252C,4.538652836175235,IFAAAR,membrane,DDY3630 strain W303,molecular_function,ion protein  
425,YGL119W,2.1557931060117608,AFIINC,membrane,itc1 itc1-1_dUTP,molecular_function,ion protein  
426,YCL056C,33.32233696213583,IFFABN,membrane,E2B1 ethanol,molecular_function,ion protein  
427,YNL194C,18.24484225175881,SAARRS,membrane,wild type salt stress,molecular_function,ion protein  
428,YBL057C,7.1726833137783625,SAABQR,membrane,37 deg temperature,molecular_function,ion protein  
429,YPR120C,3.794747799671608,FAFASB,membrane,tet-control strain tet-control,molecular_function,ion protein  
430,YBL041W,8.408858732674874,SAABBN,membrane,15 deg temperature,molecular_function,ion protein  
431,YDR480W,8.66936956250309,SAABFA,membrane,15 deg temperature,molecular_function,ion protein  
432,YDL058W,23.91893897864685,SAASCF,membrane,ste12 galactose,molecular_function,ion protein  
433,YLR403W,22.13425640322617,INICIQ,membrane,YB212 biofuel generation,molecular_function,ion protein  
434,YDL198C,29.902668212289942,IFFAFQ,membrane,G2A2 glucose,molecular_function,ion protein  
435,YLR072W,12.597734765827823,SAABRQ,membrane,wild type none,molecular_function,ion protein  
436,YJL011C,33.4104313228069,IFFAFB,membrane,G1B2 glucose,molecular_function,ion protein  
437,YNL014W,70.189999673208,IFFABF,membrane,E1B1 ethanol,molecular_function,protein   
438,YBL088C,27.918379618753995,SAASCC,membrane,pbs2 galactose,molecular_function,protein   
439,YIR028W,72.32590911980463,IFFAFF,membrane,G2A1 glucose,molecular_function,protein   
440,YDL170W,81.24792125291512,IFFAFA,membrane,G1A1 glucose,molecular_function,protein   
441,YJL219W,28.996526860449386,INICIA,membrane,YB210 biofuel generation,molecular_function,protein   
442,YNL239W,35.17598476203929,INICIF,membrane,YB211 biofuel generation,molecular_function,protein   
443,YLL040C,14.053797657756324,SAABQI,membrane,30 deg temperature,molecular_function,protein   
444,YOR075W,125.12844290077432,FFNAAA,membrane,Strain6 phenol lysis,molecular_function,protein   
445,YPL224C,99.41495421399894,FFNARN,membrane,Strain6 phenol lysis,molecular_function,protein   
446,YOL136C,108.30772749848148,FFNAAR,membrane,Strain6 phenol lysis,molecular_function,protein   
447,YDR404C,22.45965704960245,IFAAAR,membrane,DDY3630 strain W303,molecular_function,protein   
448,YOL090W,4.506884542184865,AFIINC,membrane,itc1 itc1-1_dUTP,molecular_function,protein   
449,YBR094W,87.17123349294734,IFFABN,membrane,E2B1 ethanol,molecular_function,protein   
450,YOL001W,34.19436563958668,SAARRS,membrane,wild type salt stress,molecular_function,protein   
451,YDL042C,15.009503971425092,SAABQR,membrane,37 deg temperature,molecular_function,protein   
452,YER110C,11.354847465355396,FAFASB,membrane,tet-control strain tet-control,molecular_function,protein   
453,YDR226W,27.278738150641704,SAABBN,membrane,15 deg temperature,molecular_function,protein   
454,YMR079W,18.04548120890589,SAABFA,membrane,15 deg temperature,molecular_function,protein   
455,YDR108W,36.86407903027715,SAASCF,membrane,ste12 galactose,molecular_function,protein   
456,YDL155W,41.94798592546896,INICIQ,membrane,YB212 biofuel generation,molecular_function,protein   
457,YML043C,83.14059619772203,IFFAFQ,membrane,G2A2 glucose,molecular_function,protein   
458,YER027C,37.173643571295216,SAABRQ,membrane,wild type none,molecular_function,protein   
459,YKR088C,89.68063144542904,IFFAFB,membrane,G1B2 glucose,molecular_function,protein   
460,YEL069C,410.7740156094126,IFFABF,cytoplasm,E1B1 ethanol,ATP,protein   
461,YKL120W,169.2810791188417,SAASCC,cytoplasm,pbs2 galactose,ATP,protein   
462,YKL175W,330.4372871892209,IFFAFF,cytoplasm,G2A1 glucose,ATP,protein   
463,YLR381W,324.6990754513258,IFFAFA,cytoplasm,G1A1 glucose,ATP,protein   
464,YMR011W,357.62383127887574,INICIA,cytoplasm,YB210 biofuel generation,ATP,protein   
465,YJR009C,355.7602537305856,INICIF,cytoplasm,YB211 biofuel generation,ATP,protein   
466,YLR131C,24.6116257489066,SAABQI,cytoplasm,30 deg temperature,ATP,protein   
467,YFL004W,63.078850769015496,FFNAAA,cytoplasm,Strain6 phenol lysis,ATP,protein   
468,YDR283C,54.92700610645869,FFNARN,cytoplasm,Strain6 phenol lysis,ATP,protein   
469,YOR049C,63.51881763068838,FFNAAR,cytoplasm,Strain6 phenol lysis,ATP,protein   
470,YMR153W,34.47373808653689,IFAAAR,cytoplasm,DDY3630 strain W303,ATP,protein   
471,YPR103W,9.691679634256705,AFIINC,cytoplasm,itc1 itc1-1_dUTP,ATP,protein   
472,YGR172C,409.73145528642215,IFFABN,cytoplasm,E2B1 ethanol,ATP,protein   
473,YGR105W,263.25541739392634,SAARRS,cytoplasm,wild type salt stress,ATP,protein   
474,YBR192W,104.03711491697968,SAABQR,cytoplasm,37 deg temperature,ATP,protein   
475,YAL067C,43.18529890330506,FAFASB,cytoplasm,tet-control strain tet-control,ATP,protein   
476,YKL015W,33.184960355734766,SAABBN,cytoplasm,15 deg temperature,ATP,protein   
477,YLR249W,33.40534249899289,SAABFA,cytoplasm,15 deg temperature,ATP,protein   
478,YJR089W,189.467785865655,SAASCF,cytoplasm,ste12 galactose,ATP,protein   
479,YKL040C,286.04956359814474,INICIQ,cytoplasm,YB212 biofuel generation,ATP,protein   
480,YPL203W,341.50523883568513,IFFAFQ,cytoplasm,G2A2 glucose,ATP,protein   
481,YNR055C,161.2923090510087,SAABRQ,cytoplasm,wild type none,ATP,protein   
482,YDR184C,316.4026461061608,IFFAFB,cytoplasm,G1B2 glucose,ATP,protein   
483,YDR298C,10.278135121108056,IFFABF,membrane,E1B1 ethanol,molecular_function,ion   
484,YDR191W,31.712878450598364,IFFABF,mitochondria,E1B1 ethanol,molecular_function,ion   
485,YKL181W,44.01150167243706,IFFABF,nucleus,E1B1 ethanol,molecular_function,ion   
486,YLL029W,43.48441782007255,IFFABF,nucleus,E1B1 ethanol,molecular_function,ion   
487,YFR042W,123.68901068820637,IFFABF,cytoplasm,E1B1 ethanol,molecular_function,ion   
488,YDR011W,12.263741654391936,SAASCC,membrane,pbs2 galactose,molecular_function,ion   
489,YHR028C,40.3139894629781,SAASCC,mitochondria,pbs2 galactose,molecular_function,ion   
490,YLR251W,8.364210897926299,SAASCC,nucleus,pbs2 galactose,molecular_function,ion   
491,YER017C,3.1083216174726105,SAASCC,nucleus,pbs2 galactose,molecular_function,ion   
492,YOR066W,87.27790335606427,SAASCC,cytoplasm,pbs2 galactose,molecular_function,ion   
493,YOL151W,7.296434715743216,IFFAFF,membrane,G2A1 glucose,molecular_function,ion   
494,YOL113W,22.98376935459113,IFFAFF,mitochondria,G2A1 glucose,molecular_function,ion   
495,YGL151W,35.20529750346102,IFFAFF,nucleus,G2A1 glucose,molecular_function,ion   
496,YER082C,38.2150768237051,IFFAFF,nucleus,G2A1 glucose,molecular_function,ion   
497,YGR132C,86.73636768339748,IFFAFF,cytoplasm,G2A1 glucose,molecular_function,ion   
498,YMR169C,6.632483367584908,IFFAFA,membrane,G1A1 glucose,molecular_function,ion   
499,YGL145W,21.750643984874035,IFFAFA,mitochondria,G1A1 glucose,molecular_function,ion   
500,YOR348C,44.671726211086586,IFFAFA,nucleus,G1A1 glucose,molecular_function,ion   
501,YPL177C,49.45101569655218,IFFAFA,nucleus,G1A1 glucose,molecular_function,ion   
502,YKL073W,101.7305904763391,IFFAFA,cytoplasm,G1A1 glucose,molecular_function,ion   
503,YDL189W,85.37866242243429,INICIA,membrane,YB210 biofuel generation,molecular_function,ion   
504,YDR511W,43.49479029067408,INICIA,mitochondria,YB210 biofuel generation,molecular_function,ion   
505,YOR390W,32.218363178277095,INICIA,nucleus,YB210 biofuel generation,molecular_function,ion   
506,YLR260W,11.276427112396982,INICIA,nucleus,YB210 biofuel generation,molecular_function,ion   
507,YJL081C,64.43672635655419,INICIA,cytoplasm,YB210 biofuel generation,molecular_function,ion   
508,YDL123W,182.5012856477568,INICIF,membrane,YB211 biofuel generation,molecular_function,ion   
509,YBR068C,25.5198320822638,INICIF,mitochondria,YB211 biofuel generation,molecular_function,ion   
510,YPL246C,31.175578651846585,INICIF,nucleus,YB211 biofuel generation,molecular_function,ion   
511,YDL081C,30.899688575281573,INICIF,nucleus,YB211 biofuel generation,molecular_function,ion   
512,YGR181W,75.31799090224884,INICIF,cytoplasm,YB211 biofuel generation,molecular_function,ion   
513,YOR287C,6.572422785219376,SAABQI,membrane,30 deg temperature,molecular_function,ion   
514,YDR043C,6.082987045894529,SAABQI,mitochondria,30 deg temperature,molecular_function,ion   
515,YBR085W,33.21171088275749,SAABQI,nucleus,30 deg temperature,molecular_function,ion   
516,YFL018C,29.226305576826583,SAABQI,nucleus,30 deg temperature,molecular_function,ion   
517,YBL030C,61.5290643722665,SAABQI,cytoplasm,30 deg temperature,molecular_function,ion   
518,YDL072C,0.8822216890771398,FFNAAA,membrane,Strain6 phenol lysis,molecular_function,ion   
519,YEL006W,0.975612897095181,FFNARN,membrane,Strain6 phenol lysis,molecular_function,ion   
520,YHR083W,1.5382049853585509,FFNAAR,membrane,Strain6 phenol lysis,molecular_function,ion   
521,YPL256C,8.136044465933622,FFNAAA,mitochondria,Strain6 phenol lysis,molecular_function,ion   
522,YHR099W,8.097587045890002,FFNARN,mitochondria,Strain6 phenol lysis,molecular_function,ion   
523,YDR318W,10.134056374126924,FFNAAR,mitochondria,Strain6 phenol lysis,molecular_function,ion   
524,YHR091C,5.538391714762044,FFNAAA,nucleus,Strain6 phenol lysis,molecular_function,ion   
525,YPL097W,6.71468730019823,FFNAAA,nucleus,Strain6 phenol lysis,molecular_function,ion   
526,YDR490C,4.292696747218796,FFNARN,nucleus,Strain6 phenol lysis,molecular_function,ion   
527,YOL130W,4.487819326637832,FFNARN,nucleus,Strain6 phenol lysis,molecular_function,ion   
528,YCR008W,3.166892616914663,FFNAAR,nucleus,Strain6 phenol lysis,molecular_function,ion   
529,YPR201W,5.157510833261023,FFNAAR,nucleus,Strain6 phenol lysis,molecular_function,ion   
530,YNL270C,31.514919226477826,FFNAAA,cytoplasm,Strain6 phenol lysis,molecular_function,ion   
531,YMR172W,20.780554708127355,FFNARN,cytoplasm,Strain6 phenol lysis,molecular_function,ion   
532,YIR023W,30.764099707171013,FFNAAR,cytoplasm,Strain6 phenol lysis,molecular_function,ion   
533,YOR328W,33.82853743825708,IFAAAR,membrane,DDY3630 strain W303,molecular_function,ion   
534,YOL026C,20.77991053425328,IFAAAR,mitochondria,DDY3630 strain W303,molecular_function,ion   
535,YOR228C,17.14231377584813,IFAAAR,nucleus,DDY3630 strain W303,molecular_function,ion   
536,YJL066C,11.735977309227628,IFAAAR,nucleus,DDY3630 strain W303,molecular_function,ion   
537,YIL089W,35.152311182141524,IFAAAR,cytoplasm,DDY3630 strain W303,molecular_function,ion   
538,YDL005C,2.606481560230247,AFIINC,membrane,itc1 itc1-1_dUTP,molecular_function,ion   
539,YGL167C,2.625260245822684,AFIINC,mitochondria,itc1 itc1-1_dUTP,molecular_function,ion   
540,YDR208W,18.1364545451756,AFIINC,nucleus,itc1 itc1-1_dUTP,molecular_function,ion   
541,YOR106W,8.645706846757967,AFIINC,nucleus,itc1 itc1-1_dUTP,molecular_function,ion   
542,YOL033W,11.20899743012561,AFIINC,cytoplasm,itc1 itc1-1_dUTP,molecular_function,ion   
543,YMR212C,10.129990436489292,IFFABN,membrane,E2B1 ethanol,molecular_function,ion   
544,YJR077C,30.256681961619336,IFFABN,mitochondria,E2B1 ethanol,molecular_function,ion   
545,YDL108W,44.252063485716384,IFFABN,nucleus,E2B1 ethanol,molecular_function,ion   
546,YBR240C,53.44902848726587,IFFABN,nucleus,E2B1 ethanol,molecular_function,ion   
547,YGL058W,127.6911952389045,IFFABN,cytoplasm,E2B1 ethanol,molecular_function,ion   
548,YNL313C,2.923098382271036,SAARRS,membrane,wild type salt stress,molecular_function,ion   
549,YLR121C,19.40231073869835,SAARRS,mitochondria,wild type salt stress,molecular_function,ion   
550,YLR411W,3.0408070419598023,SAARRS,nucleus,wild type salt stress,molecular_function,ion   
551,YBL022C,2.4326456335678417,SAARRS,nucleus,wild type salt stress,molecular_function,ion   
552,YKR099W,94.59852616987204,SAARRS,cytoplasm,wild type salt stress,molecular_function,ion   
553,YGR243W,15.939296252840805,SAABQR,membrane,37 deg temperature,molecular_function,ion   
554,YDR258C,7.371924516938872,SAABQR,mitochondria,37 deg temperature,molecular_function,ion   
555,YDL028C,28.391871450372683,SAABQR,nucleus,37 deg temperature,molecular_function,ion   
556,YLR004C,28.65752638792003,SAABQR,nucleus,37 deg temperature,molecular_function,ion   
557,YDR103W,48.017129961682926,SAABQR,cytoplasm,37 deg temperature,molecular_function,ion   
558,YDL247W,10.470297097967157,FAFASB,mitochondria,tet-control strain tet-control,molecular_function,ion   
559,YLR035C,19.462780440146705,FAFASB,nucleus,tet-control strain tet-control,molecular_function,ion   
560,YIL073C,16.568617153495754,FAFASB,nucleus,tet-control strain tet-control,molecular_function,ion   
561,YKR034W,35.462185423691714,FAFASB,cytoplasm,tet-control strain tet-control,molecular_function,ion   
562,YBL080C,16.76766473479811,SAABBN,mitochondria,15 deg temperature,molecular_function,ion   
563,YAR033W,7.727046783970146,SAABFA,mitochondria,15 deg temperature,molecular_function,ion   
564,YGR268C,60.66390942858302,SAABBN,nucleus,15 deg temperature,molecular_function,ion   
565,YNR072W,60.41364577582484,SAABBN,nucleus,15 deg temperature,molecular_function,ion   
566,YHR165C,44.2891705910484,SAABFA,nucleus,15 deg temperature,molecular_function,ion   
567,YDR440W,38.82369847555732,SAABFA,nucleus,15 deg temperature,molecular_function,ion   
568,YOR162C,55.35831999010959,SAABBN,cytoplasm,15 deg temperature,molecular_function,ion   
569,YLR174W,60.30865782610846,SAABFA,cytoplasm,15 deg temperature,molecular_function,ion   
570,YMR136W,36.88598282055064,SAASCF,mitochondria,ste12 galactose,molecular_function,ion   
571,YIL125W,9.769090461974812,SAASCF,nucleus,ste12 galactose,molecular_function,ion   
572,YKL113C,2.8474927355531965,SAASCF,nucleus,ste12 galactose,molecular_function,ion   
573,YMR098C,77.58322514868786,SAASCF,cytoplasm,ste12 galactose,molecular_function,ion   
574,YBR279W,29.72059428336418,INICIQ,mitochondria,YB212 biofuel generation,molecular_function,ion   
575,YKL148C,29.98834738501611,INICIQ,nucleus,YB212 biofuel generation,molecular_function,ion   
576,YNL248C,15.440428861927936,INICIQ,nucleus,YB212 biofuel generation,molecular_function,ion   
577,YPR075C,64.70699956588297,INICIQ,cytoplasm,YB212 biofuel generation,molecular_function,ion   
578,YOL158C,19.14329693964356,IFFAFQ,mitochondria,G2A2 glucose,molecular_function,ion   
579,YKL166C,42.75802090168562,IFFAFQ,nucleus,G2A2 glucose,molecular_function,ion   
580,YML132W,37.30846921813745,IFFAFQ,nucleus,G2A2 glucose,molecular_function,ion   
581,YDR310C,90.82586139246943,IFFAFQ,cytoplasm,G2A2 glucose,molecular_function,ion   
582,YGL231C,18.36152697612461,SAABRQ,mitochondria,wild type none,molecular_function,ion   
583,YJR059W,69.03408455133965,SAABRQ,nucleus,wild type none,molecular_function,ion   
584,YBR025C,26.734984063396155,SAABRQ,nucleus,wild type none,molecular_function,ion   
585,YNL154C,107.84111549167665,SAABRQ,cytoplasm,wild type none,molecular_function,ion   
586,YIL155C,16.294912118842664,IFFAFB,mitochondria,G1B2 glucose,molecular_function,ion   
587,YGR130C,44.54724176374253,IFFAFB,nucleus,G1B2 glucose,molecular_function,ion   
588,YER170W,46.54014468475207,IFFAFB,nucleus,G1B2 glucose,molecular_function,ion   
589,YDR081C,103.6309518924958,IFFAFB,cytoplasm,G1B2 glucose,molecular_function,ion   
590,YFL016C,27.75974955786449,IFFABF,mitochondria,E1B1 ethanol,tRNA,ion   
